"RecordIDS","AverageConsistency","Title-Consistency","Title-Values"
"MB_65116+spy_16553","1.0","1.0","{On aboie en silence|On aboie en silence}"
"MB_49647+WDC_12770","1.0","1.0","{Now Is the Time|Now Is the Time}"
"MB_62143+WDC_38971","1.0","1.0","{Troco Likes|Troco Likes}"
"MB_70129+WDC_13167+WDC_6768","1.0","1.0","{New Ground|New Ground|New Ground}"
"MB_7227+spy_19852","1.0","1.0","{The Booty Tape|The Booty Tape}"
"MB_30886+WDC_24464","1.0","1.0","{Too Late to Stop My Hate|Too Late to Stop My Hate}"
"MB_63910+WDC_28186","1.0","1.0","{Accetto miracoli|Accetto Miracoli}"
"MB_23541+WDC_33229","1.0","1.0","{Astro Kopp|Astro Kopp}"
"MB_60319+WDC_2227","0.0","0.0","{Volume 4: Songs in the Key of Love & Hate|Volume 4: Songs in the Key of Love & Hate (Explicit)}"
"MB_69320+spy_3197","1.0","1.0","{Head Games|Head Games}"
"MB_30356+WDC_27119","1.0","1.0","{Circus|Circus}"
"MB_52609+WDC_27409","1.0","1.0","{Allowance|Allowance}"
"MB_70229+WDC_16667+WDC_19202+WDC_19582+WDC_6758+WDC_9636","0.8333333333333334","0.8333333333333334","{Smiling Faces: The Best of Undisputed Truth|Smiling Faces: The Best Of|Smiling Faces: The Best Of|Smiling Faces: The Best Of|Smiling Faces: The Best Of|Smiling Faces: The Best Of}"
"WDC_42875+spy_5929","0.0","0.0","{The Song Society Playlist (Explicit)|The Song Society Playlist}"
"MB_52783+WDC_33708","1.0","1.0","{Think About The Way 2010|Think About The Way 2010}"
"MB_52179+WDC_16443+WDC_20587","1.0","1.0","{She's Love|She's Love|She's Love}"
"MB_48343+WDC_25498","0.0","0.0","{Songs In the Key of Death: Pt. III|Songs In The Key Of Death: Pt. I}"
"MB_35411+WDC_36347","1.0","1.0","{12 Bit Blues|12 bit Blues}"
"MB_54852+WDC_34231","1.0","1.0","{Sombrero Times|Sombrero Times}"
"MB_49960+WDC_1196+WDC_31669","1.0","1.0","{Wild Like Children|Wild Like Children|Wild Like Children}"
"MB_49772+WDC_31301","1.0","1.0","{Horse Latitudes: Solo/Acoustic Demos|Horse Latitudes Solo / Acoustic Demos}"
"MB_19806+WDC_23776+WDC_37831","1.0","1.0","{Coming Home|Coming Home|Coming Home}"
"MB_44552+WDC_10893+WDC_3958+WDC_7656","1.0","1.0","{The Way I Feel|The Way I Feel|The Way I Feel|The Way I Feel}"
"MB_11678+WDC_33618+WDC_7743","1.0","1.0","{Tosh|Tosh|Tosh}"
"MB_32060+MB_32068+WDC_29333+WDC_9807+spy_8385","0.6","0.6","{Let’s Go Sunshine|Let’s Go Sunshine|Let's Go Sunshine (Explicit)|Let's Go Sunshine (Explicit)|Let's Go Sunshine}"
"MB_67088+MB_67091+MB_67093+spy_18600","0.5","0.5","{Random Encounters: Season 12|Random Encounters: Season 6|Random Encounters: Season 4|Random Encounters: Season 6}"
"MB_68980+WDC_14143+WDC_22646+WDC_41220+WDC_7939","1.0","1.0","{XII|XII|XII|XII|XII}"
"MB_77125+WDC_25142","1.0","1.0","{Unwesen|Unwesen}"
"MB_25644+WDC_40303","1.0","1.0","{Goa bitar 4|Goa bitar 4}"
"MB_11025+WDC_25651","1.0","1.0","{Suicide By Sun|Suicide by Sun}"
"MB_170+WDC_4125","1.0","1.0","{Come Alive|Come Alive}"
"MB_64454+WDC_30707","1.0","1.0","{Noesis|Noesis}"
"MB_61771+spy_6493","1.0","1.0","{Love Ain’t|Love Ain't}"
"MB_5702+WDC_24476","1.0","1.0","{Throne of the Goat|Throne of the Goat}"
"MB_74511+WDC_512","1.0","1.0","{Billy Talent|Billy Talent}"
"MB_38698+WDC_40180","1.0","1.0","{Vagabon|Vagabon}"
"MB_63727+WDC_37849+WDC_44643","1.0","1.0","{On Sunset|On Sunset|On Sunset}"
"MB_69220+MB_69225+spy_19534","1.0","1.0","{Monster|Monster|Monster}"
"MB_21158+WDC_32182","1.0","1.0","{Heaven (David Guetta & MORTEN Remix)|Heaven (David Guetta & MORTEN Remix)}"
"MB_36572+WDC_34852","0.0","0.0","{Touch in the Dark|Touch in the Dark (Plus Bonus Tracks)}"
"MB_2868+spy_7308","1.0","1.0","{Rhythm Inside|Rhythm Inside}"
"MB_38434+WDC_39792","1.0","1.0","{The Story of I|The Story Of I}"
"MB_5459+WDC_25102","1.0","1.0","{Man vs. Magnet / Blood in Gutters|Man vs. Magnet / Blood in Gutters}"
"MB_10471+WDC_26620","1.0","1.0","{America|America}"
"MB_46809+WDC_35391+WDC_36485+WDC_5710","1.0","1.0","{Why’d You Only Call Me When You’re High?|Why'd You Only Call Me When You're High?|Why'd You Only Call Me When You're High?|Why'd You Only Call Me When You're High?}"
"MB_43230+spy_8703","1.0","1.0","{MISS YOU|MISS YOU}"
"MB_75961+WDC_21406","1.0","1.0","{Heaven|Heaven}"
"MB_33393+MB_33394+spy_16138","1.0","1.0","{Ninni Forever Band|Ninni Forever Band|Ninni Forever Band}"
"MB_64996+spy_10263","1.0","1.0","{Ojalá|Ojalá}"
"MB_14580+spy_324","1.0","1.0","{Tigers|Tigers}"
"MB_62729+WDC_10974","0.0","0.0","{Suffer the Children|Suffer The Children (Explicit)}"
"MB_71207+spy_10216","1.0","1.0","{Don't Kill My Buzz...|Don't Kill My Buzz...}"
"MB_69431+spy_3319","0.0","0.0","{Fuego del calor|Fuego Del Calor (feat. Ozuna & Tyga)}"
"MB_65650+spy_6800","0.0","0.0","{Glee: The Music, Celebrating 100 Episodes|Glee: The Music presents The Warblers}"
"MB_18959+WDC_23364","0.0","0.0","{Cure for Pain|Cure For Pain (Explicit)}"
"MB_61007+WDC_6700","1.0","1.0","{Say Africa|Say Africa}"
"MB_58996+WDC_1117","1.0","1.0","{Är|Är}"
"MB_28018+WDC_31095+WDC_43787","1.0","1.0","{Black|Black|Black}"
"MB_14794+WDC_20539","1.0","1.0","{Sclerosis LP|Sclerosis LP}"
"MB_649+MB_654+WDC_10103+WDC_10875+WDC_12826+WDC_17893+WDC_2554+WDC_5900+spy_7733","1.0","1.0","{R.U.L.E.|R.U.L.E.|R.U.L.E.|R.U.L.E.|R.U.L.E.|R.U.L.E.|R.U.L.E.|R.U.L.E.|R.U.L.E.}"
"MB_40702+WDC_29963","0.0","0.0","{Be My Thrill|Be My Thrill (Deluxe)}"
"MB_54305+WDC_8919","1.0","1.0","{Je veux vivre|Je veux vivre}"
"MB_50538+WDC_16247","1.0","1.0","{Live|Live}"
"MB_72615+WDC_4690","1.0","1.0","{Beguiled|Beguiled}"
"MB_65350+spy_16955","1.0","1.0","{In My Bones|In My Bones}"
"MB_4522+WDC_39109+WDC_40340+WDC_6150","1.0","1.0","{End of a Rainbow|End of a Rainbow|End of a Rainbow|End of a Rainbow}"
"MB_24893+WDC_28870","1.0","1.0","{2020|2020}"
"MB_46580+MB_46588+spy_10093","1.0","1.0","{Capacities|Capacities|Capacities}"
"MB_42263+WDC_13498","1.0","1.0","{Air|Air}"
"MB_69246+WDC_6881","1.0","1.0","{Quality Control|Quality Control}"
"MB_9756+spy_5073","1.0","1.0","{Pantera|Pantera}"
"MB_41455+WDC_13876+WDC_13957+WDC_21992+WDC_2602+WDC_31455+WDC_33628+WDC_43495+WDC_4581+WDC_5408+WDC_7742","1.0","1.0","{Time of My Life|Time Of My Life|Time Of My Life|Time Of My Life|Time Of My Life|Time Of My Life|Time Of My Life|Time Of My Life|Time Of My Life|Time Of My Life|Time Of My Life}"
"MB_7497+WDC_14556","1.0","1.0","{Only Pain Is Real|Only Pain Is Real}"
"MB_5750+spy_14029","1.0","1.0","{Glowing|Glowing}"
"MB_32466+WDC_8950","1.0","1.0","{Axe of Men 2010|Axe of Men 2010}"
"MB_51961+WDC_37534","1.0","1.0","{Save a Little for Yourself|Save A Little For Yourself}"
"MB_78844+spy_12514","1.0","1.0","{Birdy Nam Nam|Birdy Nam Nam}"
"MB_73784+spy_8704","1.0","1.0","{Bohemien|Bohemien}"
"MB_42897+WDC_33527+WDC_36009+WDC_38663","1.0","1.0","{Call It What It Is|Call It What It Is|Call It What It Is|Call It What It Is}"
"MB_57701+WDC_20034+WDC_2132+WDC_28587+WDC_3625+WDC_5615","1.0","1.0","{The Hit List|The Hit List|The Hit List|The Hit List|The Hit List|The Hit List}"
"MB_15758+WDC_1854","0.0","0.0","{A Decade of Delain - Live at Paradiso|A Decade Of Delain (Live At Paradiso [Explicit])}"
"MB_79405+WDC_29627","1.0","1.0","{The Tipping Point|The Tipping Point}"
"MB_37430+WDC_12441+WDC_34454+WDC_45151+WDC_7727","1.0","1.0","{Dancing With Myself|Dancing With Myself|Dancing With Myself|Dancing With Myself|Dancing With Myself}"
"MB_17274+spy_11947","1.0","1.0","{Electric Light Orchestra II|Electric Light Orchestra II}"
"MB_2232+spy_2661","1.0","1.0","{GIANTS|GIANTS}"
"MB_6010+spy_1347","1.0","1.0","{O klang och jubeltid|O klang och jubeltid}"
"MB_59386+WDC_32754","1.0","1.0","{Hot Times|Hot Times}"
"MB_20560+spy_2371","1.0","1.0","{Surusilmäinen kauneus|Surusilmäinen Kauneus}"
"MB_8130+spy_9958","1.0","1.0","{En Büyük Aşk|En Büyük Aşk}"
"MB_42225+WDC_24610+WDC_4819","1.0","1.0","{The Best of Bardot|The Best Of Bardot|The Best Of Bardot}"
"MB_54827+MB_54828+MB_54829+spy_1965","1.0","1.0","{SIGNED and SEALED in BLOOD|Signed and Sealed in Blood|Signed And Sealed In Blood|SIGNED and SEALED in BLOOD}"
"MB_21621+spy_2520","1.0","1.0","{Ambition|Ambition}"
"MB_59429+spy_17241","1.0","1.0","{Así te quiero yo|Así Te Quiero Yo}"
"MB_5923+spy_4922","1.0","1.0","{Anissa|Anissa}"
"MB_27093+spy_10736","1.0","1.0","{Benjamin William Hastings|Benjamin William Hastings}"
"MB_4266+spy_18921","1.0","1.0","{Harlemi éjszakák|Harlemi Éjszakák}"
"MB_18527+WDC_10061+WDC_34968","0.6666666666666666","0.6666666666666666","{The Sea & The Sky|The Sea & The Sky EP|The Sea & The Sky EP}"
"MB_18853+spy_19983","0.0","0.0","{No pasa de moda|No Pasa de Moda - Single}"
"MB_26450+WDC_26049","1.0","1.0","{The Definition of…|The Definition Of...}"
"MB_27457+WDC_11676+WDC_28012+WDC_31868","0.75","0.75","{Studio Jazz Party|Studio Jazz Party (Original Jazz Sound)|Studio Jazz Party (Original Jazz Sound)|Studio Jazz Party (Original Jazz Sound)}"
"MB_18820+MB_18822+spy_419","1.0","1.0","{Stjärnorna i oss|Stjärnorna i oss|Stjärnorna i oss}"
"MB_64325+MB_64327+spy_16307","1.0","1.0","{Desvelos tour|Desvelos tour|Desvelos tour}"
"MB_24996+WDC_11294+WDC_43698","1.0","1.0","{Change of Heart|Change Of Heart|Change Of Heart}"
"MB_37481+spy_12759","1.0","1.0","{Free Skizzy Mars|Free Skizzy Mars}"
"MB_4296+WDC_36934","1.0","1.0","{Tell Me If You Like To|Tell Me If You Like To}"
"MB_7364+WDC_19030+WDC_23087","1.0","1.0","{Angst|Angst|Angst}"
"MB_61968+WDC_29120","0.0","0.0","{Never Really Over (Syn Cole remix)|Never Really Over (R3HAB Remix)}"
"MB_2637+WDC_10412","1.0","1.0","{O Edwin, Where Art Thou?|O Edwin, Where Art Thou?}"
"MB_6354+WDC_11327+WDC_37173+WDC_4299+WDC_458+WDC_8504","1.0","1.0","{West|West|West|West|West|West}"
"MB_66888+WDC_26651","1.0","1.0","{Hold the Line (acoustic)|Hold the Line (Acoustic)}"
"MB_64783+WDC_40883","1.0","1.0","{Take It Sleazy|Take It Sleazy}"
"MB_19536+WDC_155+WDC_16148+WDC_34724+WDC_39380","1.0","1.0","{She Will Only Bring You Happiness|She Will Only Bring You Happiness|She Will Only Bring You Happiness|She Will Only Bring You Happiness|She Will Only Bring You Happiness}"
"MB_13249+WDC_10248+WDC_33995","1.0","1.0","{Stand for Love|Stand For Love|Stand For Love}"
"MB_73050+MB_73053+MB_73054+spy_15822","0.75","0.75","{emails i can’t send|emails i can’t send fwd:|emails i can’t send fwd:|emails i can’t send fwd:}"
"MB_41619+WDC_19739","1.0","1.0","{The African Children's Choir Jubilee Collection|The African Children's Choir Jubilee Collection}"
"MB_61122+WDC_21390+WDC_26626","0.6666666666666666","0.6666666666666666","{Beyond Your Wildest Dreams|Beyond Your Wildest Dreams (Remix)|Beyond Your Wildest Dreams}"
"MB_4021+WDC_13401+WDC_5528","0.6666666666666666","0.6666666666666666","{Heart And Soul / For Sentimental Reasons|Heart and Soul|Heart and Soul}"
"MB_37956+WDC_4281","1.0","1.0","{Emile Jacotey|Emile Jacotey}"
"MB_25887+WDC_43385","0.0","0.0","{Love Grows (Where My Rosemary Goes)|Love Grows (Where My Rosemary Goes) - EP}"
"MB_28600+WDC_231+WDC_27381+WDC_31763","1.0","1.0","{All American Nightmare|All American Nightmare|All American Nightmare|All American Nightmare}"
"MB_30809+spy_12484","0.0","0.0","{Utopía|Utopia}"
"MB_50147+spy_10177","1.0","1.0","{Back to Beautiful|Back to Beautiful}"
"MB_4702+WDC_35080","1.0","1.0","{Never Going Back to OK|Never Going Back To OK}"
"MB_9688+spy_19479","1.0","1.0","{Distance|Distance}"
"MB_44901+MB_44905+spy_7754","1.0","1.0","{Yours to Keep|Yours To Keep|Yours to Keep}"
"MB_57271+WDC_9669","1.0","1.0","{End Of Our Time|End Of Our Time}"
"MB_72033+spy_14491","1.0","1.0","{Truth|Truth}"
"MB_35387+WDC_34409+spy_3300","1.0","1.0","{Corazones|Corazones|Corazones}"
"MB_5155+WDC_21156","1.0","1.0","{Authentic|Authentic}"
"MB_51199+WDC_35664","1.0","1.0","{Bing Bong|Bing Bong}"
"MB_2605+MB_2606+spy_10765","1.0","1.0","{Walthamstow|Walthamstow|Walthamstow}"
"MB_58863+spy_18691","1.0","1.0","{Ösztönlény|ÖSZTÖNLÉNY}"
"MB_32281+spy_16004","1.0","1.0","{Wono|Wono}"
"MB_19630+WDC_14653+WDC_2713+WDC_30504+spy_7799","1.0","1.0","{The Sweet Escape|The Sweet Escape|The Sweet Escape|The Sweet Escape|The Sweet Escape}"
"MB_4715+WDC_28122","1.0","1.0","{Wish|Wish}"
"MB_71651+WDC_15569","1.0","1.0","{She's the One|She's The One}"
"MB_74179+spy_6318","1.0","1.0","{RIOT!|Riot!}"
"MB_2376+WDC_1245+WDC_16709+WDC_17512+WDC_24747+WDC_29090+WDC_3981","1.0","1.0","{The One|The One|The One|The One|The One|The One|The One}"
"MB_76212+WDC_15460+WDC_27511","0.6666666666666666","0.6666666666666666","{See You on the Moon|See You On The Moon|See You On The Moon (Bonus Track Version)}"
"MB_24751+spy_12599","1.0","1.0","{Mr. Simpatia|Mr. Simpatia}"
"MB_8268+MB_8269+MB_8271+MB_8273+spy_10720","1.0","1.0","{Bankrupt!|Bankrupt!|Bankrupt!|Bankrupt!|Bankrupt!}"
"MB_37251+WDC_11675","1.0","1.0","{Procurement|Procurement}"
"MB_10059+WDC_15853","1.0","1.0","{The Way It Was|The Way It Was}"
"MB_59806+WDC_44556","1.0","1.0","{Massterpiece|Massterpiece}"
"MB_34346+WDC_34567","1.0","1.0","{Energy Dome|Energy Dome}"
"MB_12038+WDC_19627","1.0","1.0","{20 Hz|20 Hz}"
"MB_72661+WDC_3070","1.0","1.0","{Tough Life|Tough Life}"
"MB_79913+spy_4411","1.0","1.0","{Pressure|Pressure}"
"MB_33684+WDC_25778","1.0","1.0","{Live in Atlantic City|Live in Atlantic City}"
"MB_70501+spy_5052","1.0","1.0","{Satellite|Satellite}"
"MB_7817+WDC_31852+WDC_8479","1.0","1.0","{Speak|Speak|Speak}"
"MB_42612+WDC_41064","1.0","1.0","{From Paris To Berlin|From Paris to Berlin}"
"MB_8491+WDC_15981+WDC_40066","1.0","1.0","{Hiding Places|Hiding Places|Hiding Places}"
"MB_3254+WDC_30605","1.0","1.0","{Pigeonman's Revenge|Pigeonman's Revenge}"
"MB_51033+WDC_14681","1.0","1.0","{ley lines|ley lines}"
"MB_20718+spy_5184","1.0","1.0","{Through Your Eyes|Through Your Eyes}"
"MB_71759+WDC_2006+WDC_28197","1.0","1.0","{Shift in the Wind|Shift In The Wind|Shift In The Wind}"
"MB_74107+WDC_4635","1.0","1.0","{Muzikizum|Muzikizum}"
"MB_47983+WDC_12624","1.0","1.0","{Aereo-Plain|Aereo-Plain}"
"MB_11799+WDC_41972","1.0","1.0","{Inalcanzable|Inalcanzable}"
"MB_38257+WDC_36296","1.0","1.0","{Carousel|Carousel}"
"MB_52593+WDC_43587","1.0","1.0","{Cuff the Duke|Cuff the Duke}"
"MB_71102+MB_71105+spy_14993","1.0","1.0","{With the World|With the World|With the World}"
"MB_19027+spy_14911","1.0","1.0","{El terremoto musical|El Terremoto Musical}"
"MB_69660+spy_11676","1.0","1.0","{2022|2022}"
"MB_10788+WDC_43826","1.0","1.0","{Shadow Hearts|Shadow Hearts}"
"MB_36608+WDC_29295+WDC_331+WDC_41087+WDC_8296","1.0","1.0","{Maybe You've Been Brainwashed Too|Maybe You've Been Brainwashed Too|Maybe You've Been Brainwashed Too|Maybe You've Been Brainwashed Too|Maybe You've Been Brainwashed Too}"
"MB_15340+spy_8776","1.0","1.0","{Pineapple Now-Laters|Pineapple Now-Laters}"
"MB_38656+WDC_35745","1.0","1.0","{Lo mejor de... Toño Rosario|Lo Mejor De...Toño Rosario}"
"MB_64363+WDC_8407+WDC_9790","0.6666666666666666","0.6666666666666666","{The Poison Red|The Poison Red (Explicit)|The Poison Red (Explicit)}"
"MB_36582+WDC_37651","1.0","1.0","{Waking Giants|Waking Giants}"
"MB_14135+WDC_10048","1.0","1.0","{Marabel|Marabel}"
"MB_53423+WDC_17287","0.0","0.0","{Mista Don’t Play: Everythangs Workin|Mista Don't Play: Everythangs Workin' (Explicit)}"
"MB_26990+spy_10164","1.0","1.0","{Plaqtudum|Plaqtudum}"
"MB_60070+WDC_12711","1.0","1.0","{What It’s Like|What It's Like}"
"MB_23803+WDC_18125+WDC_4899","1.0","1.0","{Go West, Man!|Go West Man !|Go West Man !}"
"MB_27059+WDC_22168+WDC_26380+WDC_6134+WDC_7698+WDC_8852+WDC_9627+WDC_9686","1.0","1.0","{Unreleased Tracks From Between Nothingness & Eternity|Unreleased Tracks From Between Nothingness & Eternity|Unreleased Tracks From Between Nothingness & Eternity|Unreleased Tracks From Between Nothingness & Eternity|Unreleased Tracks From Between Nothingness & Eternity|Unreleased Tracks From Between Nothingness & Eternity|Unreleased Tracks From Between Nothingness & Eternity|Unreleased Tracks From Between Nothingness & Eternity}"
"MB_77490+WDC_21601","1.0","1.0","{The Bells Of Christmas|The Bells Of Christmas}"
"MB_73907+WDC_21698","1.0","1.0","{Early Dawg|Early Dawg}"
"MB_6002+spy_17006","1.0","1.0","{And If You Will Come To Me|And If You Will Come To Me}"
"WDC_5078+spy_3953","1.0","1.0","{Jesus Jams|Jesus Jams}"
"MB_70452+WDC_30188","1.0","1.0","{Half Light|Half Light}"
"MB_4242+WDC_10960+WDC_12280+WDC_19330+WDC_22472+WDC_2552+WDC_33202","1.0","1.0","{Cluster II|Cluster II|Cluster II|Cluster II|Cluster II|Cluster II|Cluster II}"
"MB_56432+spy_10044","1.0","1.0","{Bubble Gum|Bubble Gum}"
"MB_14804+WDC_26505+WDC_7169","1.0","1.0","{Hold Me Tight|Hold Me Tight|Hold Me Tight}"
"MB_41170+WDC_29323+WDC_33592","0.6666666666666666","0.6666666666666666","{In With the Out Crowd|In With The Out Crowd (U.S. Version)|In With The Out Crowd}"
"MB_15539+spy_849","1.0","1.0","{Réussir et mourir|Réussir et mourir}"
"MB_35781+WDC_29799","1.0","1.0","{Running Water|Running Water}"
"MB_10751+spy_9397","0.0","0.0","{Halik Sa Hangin|Halik Sa Hangin (From ""The Killer Bride"")}"
"MB_58545+WDC_8025","1.0","1.0","{Fantasy of the Lot|Fantasy of the Lot}"
"MB_7424+WDC_26855","1.0","1.0","{Robben Ford & The Blue Line|Robben Ford & The Blue Line}"
"MB_29154+spy_4432","1.0","1.0","{closer to closure|closer to closure}"
"MB_63375+WDC_31335","1.0","1.0","{Butter Worth Pushful|Butter Worth Pushful}"
"MB_32932+WDC_23572","1.0","1.0","{Schöne Neue Welt|Schöne neue Welt}"
"MB_31944+WDC_30255","1.0","1.0","{Faux mouvement|Faux mouvement}"
"MB_73239+WDC_32813","0.0","0.0","{The Final Tic|The Final Tic (Explicit)}"
"MB_11028+WDC_1475","1.0","1.0","{Whole Numbers Play the Basics|Whole Numbers Play The Basics}"
"MB_53271+spy_14836","1.0","1.0","{Tonight, Tonight|Tonight, Tonight}"
"MB_75709+spy_11567","1.0","1.0","{Alting / Ingenting|Alting / Ingenting}"
"WDC_1571+WDC_20730+WDC_23911+WDC_2405+WDC_24144+WDC_39726+WDC_7152+WDC_9526+spy_6214","1.0","1.0","{What's The 411?|What's The 411?|What's The 411?|What's The 411?|What's The 411?|What's The 411?|What's The 411?|What's The 411?|What's The 411?}"
"MB_19182+WDC_34832","1.0","1.0","{Big Game|Big Game}"
"MB_19089+WDC_6734","1.0","1.0","{På vej|På Vej}"
"MB_16155+spy_4061","1.0","1.0","{Spring Came Early|Spring Came Early}"
"MB_39540+WDC_10483","1.0","1.0","{Sky in Diamonds|Sky in Diamonds}"
"MB_25635+WDC_32299+WDC_39581","1.0","1.0","{The Subways|The Subways|The Subways}"
"MB_25456+MB_25458+WDC_12834+WDC_30580+spy_15831","1.0","1.0","{Hold You|Hold You|Hold You|Hold You|Hold You}"
"MB_22277+spy_18536","1.0","1.0","{Stuck in Dreams|Stuck in Dreams}"
"MB_71545+WDC_18900+WDC_2938+WDC_33312+WDC_34492+WDC_41021+WDC_7024","0.7142857142857143","0.7142857142857143","{Breakfast in America|Breakfast In America (Deluxe Edition)|Breakfast In America (Deluxe Edition)|Breakfast In America (Deluxe Edition)|Breakfast In America (Deluxe Edition)|Breakfast In America (Remastered)|Breakfast In America (Deluxe Edition)}"
"MB_79639+spy_7907","1.0","1.0","{The Very Best of Macy Gray|The Very Best Of Macy Gray}"
"MB_2928+WDC_15703+WDC_25017","1.0","1.0","{Amplifier|Amplifier|Amplifier}"
"MB_11619+WDC_36704","1.0","1.0","{Où je vis|Où je vis}"
"MB_66125+WDC_13882","1.0","1.0","{Better Late Than Never|Better Late Than Never}"
"MB_54796+spy_8745","1.0","1.0","{Scarecrow|Scarecrow}"
"MB_42048+spy_5708","1.0","1.0","{Loco|Loco}"
"MB_51556+WDC_35222","1.0","1.0","{Archaeology|Archaeology}"
"MB_60065+WDC_436+WDC_6361+WDC_8215","1.0","1.0","{Much Too Much|Much Too Much|Much Too Much|Much Too Much}"
"MB_28430+WDC_26359","1.0","1.0","{Come Tomorrow|Come Tomorrow}"
"MB_45416+WDC_25861","1.0","1.0","{Fanfare for the Warriors|Fanfare For The Warriors}"
"MB_50042+WDC_29160+WDC_4673","0.6666666666666666","0.6666666666666666","{The Ultimate Seduction|The Ultimate Seduction ('96 Remixes)|The Ultimate Seduction}"
"MB_1533+MB_1535+MB_1536+spy_3500","1.0","1.0","{All Your Fault, Pt. 2|All Your Fault, Pt. 2|All Your Fault, Pt. 2|All Your Fault: Pt. 2}"
"MB_33656+spy_11902","1.0","1.0","{Man's Not Hot (MC Mix)|Man's Not Hot (MC Mix)}"
"MB_71394+MB_71398+spy_17701","1.0","1.0","{Ison & Fille|Ison & Fille|Ison & Fille}"
"MB_54889+spy_14748","1.0","1.0","{Dripping|Dripping}"
"MB_75396+spy_19015","0.0","0.0","{Dragonborn Part 3 (Oceans Apart)|Dragonborn part 3 (Oceans Apart) [feat. Sian Evans]}"
"MB_22827+WDC_2372","1.0","1.0","{The Best of Great White 1986-1992|The Best Of Great White 1986-1992}"
"MB_9146+WDC_26037+WDC_43627","1.0","1.0","{Some Mad Hope|Some Mad Hope|Some Mad Hope}"
"MB_66357+WDC_20603+spy_8501","0.6666666666666666","0.6666666666666666","{The Ultimate Collection|The Ultimate Collection: Jackson 5|The Ultimate Collection: Jackson 5}"
"MB_34478+spy_11518","0.0","0.0","{Los abrazos rotos|Los Abrazos Rotos (with Alex Ubago)}"
"MB_35718+spy_17721","1.0","1.0","{Tyttö Sinä Olet Meritähti|Tyttö sinä olet meritähti}"
"MB_9162+spy_7672","1.0","1.0","{Cada vez más < :-)|Cada Vez Más < :-)}"
"MB_33093+WDC_15919","0.0","0.0","{A Teenager in Love|A Teenager In Love - 4 Track EP}"
"MB_28811+WDC_11270+WDC_20184+WDC_21968+WDC_32029+WDC_33143+WDC_4833","1.0","1.0","{Troubadour|Troubadour|Troubadour|Troubadour|Troubadour|Troubadour|Troubadour}"
"MB_32325+WDC_5570","1.0","1.0","{Love Fever|Love Fever}"
"MB_41770+WDC_6577","1.0","1.0","{The Platinum Collection|The Platinum Collection}"
"MB_59858+WDC_24516","1.0","1.0","{Ice Caps, Peaks of Telluride|Ice Caps: Peaks Of Telluride}"
"MB_61161+spy_13266","1.0","1.0","{Destrangis|Destrangis}"
"MB_3287+spy_11815","1.0","1.0","{Ritmo Do Crime|Ritmo Do Crime}"
"MB_50852+WDC_25685","1.0","1.0","{Nessuno vuole essere Robin|Nessuno Vuole Essere Robin}"
"MB_69087+spy_11716","1.0","1.0","{Visor|Visor}"
